,county,jurisdiction,state
1955,PISCATAQUIS COUNTY,KINGSBURY PLT,MAINE
1956,PISCATAQUIS COUNTY,LAKE VIEW PLT,MAINE
1957,PISCATAQUIS COUNTY,MEDFORD,MAINE
1958,PISCATAQUIS COUNTY,MILO,MAINE
1959,PISCATAQUIS COUNTY,MONSON,MAINE
1960,PISCATAQUIS COUNTY,PARKMAN,MAINE
1961,PISCATAQUIS COUNTY,SANGERVILLE,MAINE
1962,PISCATAQUIS COUNTY,SEBEC,MAINE
1963,PISCATAQUIS COUNTY,SHIRLEY,MAINE
1964,PISCATAQUIS COUNTY,WELLINGTON,MAINE
1965,PISCATAQUIS COUNTY,WILLIMANTIC,MAINE
1966,RUTLAND COUNTY,BENSON,VERMONT
1967,RUTLAND COUNTY,BRANDON,VERMONT
1968,RUTLAND COUNTY,CASTLETON,VERMONT
1969,RUTLAND COUNTY,CHITTENDEN,VERMONT
1970,RUTLAND COUNTY,CLARENDON,VERMONT
1971,RUTLAND COUNTY,DANBY,VERMONT
1972,RUTLAND COUNTY,FAIR HAVEN,VERMONT
1973,RUTLAND COUNTY,HUBBARDTON,VERMONT
1974,RUTLAND COUNTY,IRA,VERMONT
1975,RUTLAND COUNTY,KILLINGTON,VERMONT
1976,RUTLAND COUNTY,MENDON,VERMONT
1977,RUTLAND COUNTY,MIDDLETOWN SPRINGS,VERMONT
1978,RUTLAND COUNTY,MOUNT HOLLY,VERMONT
1979,RUTLAND COUNTY,MOUNT TABOR,VERMONT
1980,RUTLAND COUNTY,PAWLET,VERMONT
1981,RUTLAND COUNTY,PITTSFIELD,VERMONT
1982,RUTLAND COUNTY,PITTSFORD,VERMONT
1983,RUTLAND COUNTY,POULTNEY,VERMONT
1984,RUTLAND COUNTY,PROCTOR,VERMONT
1985,RUTLAND COUNTY,RUTLAND TOWN,VERMONT
1986,RUTLAND COUNTY,SHREWSBURY,VERMONT
1987,RUTLAND COUNTY,SUDBURY,VERMONT
1988,RUTLAND COUNTY,W. HAVEN,VERMONT
1989,RUTLAND COUNTY,W. RUTLAND,VERMONT
1990,RUTLAND COUNTY,WALLINGFORD,VERMONT
1991,RUTLAND COUNTY,WELLS,VERMONT
1992,SAGADAHOC COUNTY,ARROWSIC,MAINE
1993,SAGADAHOC COUNTY,BATH,MAINE
1994,SAGADAHOC COUNTY,BOWDOIN,MAINE
1995,SAGADAHOC COUNTY,BOWDOINHAM,MAINE
1996,SAGADAHOC COUNTY,GEORGETOWN,MAINE
1997,SAGADAHOC COUNTY,PHIPPSBURG,MAINE
1998,SAGADAHOC COUNTY,RICHMOND,MAINE
1999,SAGADAHOC COUNTY,TOPSHAM,MAINE
2000,,DISTRICT 26,ALASKA
2001,SAGADAHOC COUNTY,WEST BATH,MAINE
2002,SAGADAHOC COUNTY,WOOLWICH,MAINE
2003,SOMERSET COUNTY,ANSON,MAINE
2004,SOMERSET COUNTY,ATHENS,MAINE
2005,SOMERSET COUNTY,BINGHAM,MAINE
2006,SOMERSET COUNTY,BRIGHTON PLT,MAINE
2007,SOMERSET COUNTY,CAMBRIDGE,MAINE
2008,SOMERSET COUNTY,CANAAN,MAINE
2009,SOMERSET COUNTY,CARATUNK,MAINE
2010,SOMERSET COUNTY,CORNVILLE,MAINE
2011,SOMERSET COUNTY,DENNISTOWN PLT,MAINE
2012,SOMERSET COUNTY,DETROIT,MAINE
2013,SOMERSET COUNTY,EMBDEN,MAINE
2014,SOMERSET COUNTY,FAIRFIELD,MAINE
2015,SOMERSET COUNTY,HARMONY,MAINE
2016,SOMERSET COUNTY,HARTLAND,MAINE
2017,SOMERSET COUNTY,HIGHLAND PLT,MAINE
2018,SOMERSET COUNTY,JACKMAN,MAINE
2019,SOMERSET COUNTY,MADISON,MAINE
2020,SOMERSET COUNTY,MERCER,MAINE
2021,SOMERSET COUNTY,MOOSE RIVER,MAINE
2022,SOMERSET COUNTY,MOSCOW,MAINE
2023,SOMERSET COUNTY,NORRIDGEWOCK,MAINE
2024,SOMERSET COUNTY,PALMYRA,MAINE
2025,SOMERSET COUNTY,PITTSFIELD,MAINE
2026,SOMERSET COUNTY,PLEASANT RIDGE PLT,MAINE
2027,SOMERSET COUNTY,RIPLEY,MAINE
2028,SOMERSET COUNTY,SAINT ALBANS,MAINE
2029,SOMERSET COUNTY,SKOWHEGAN,MAINE
2030,SOMERSET COUNTY,SMITHFIELD,MAINE
2031,SOMERSET COUNTY,SOLON,MAINE
2032,SOMERSET COUNTY,STARKS,MAINE
2033,SOMERSET COUNTY,THE FORKS PLT,MAINE
2034,SOMERSET COUNTY,WEST FORKS PLT,MAINE
2035,UNKNOWN,ALBANY TWP,MAINE
2036,UNKNOWN,ARGYLE TOWNSHIP,MAINE
2037,UNKNOWN,BARNARD TWP/EBEEMEE TWP/T4 R9 NWP/WILLIAMSBURG TWP,MAINE
2038,UNKNOWN,BERRY TWP/CATHANCE TWP/MARION TWP,MAINE
2039,UNKNOWN,BIG TWENTY TWP/T15 R15 WELS,MAINE
2040,UNKNOWN,CATHANCE TWP,MAINE
2041,UNKNOWN,CENTERVILLE TWP,MAINE
2042,UNKNOWN,CHEBEAGUE ISLAND,MAINE
2043,UNKNOWN,CONCORD TOWNSHIP,MAINE
2044,UNKNOWN,CRIEHAVEN TOWNSHIP,MAINE
2045,UNKNOWN,CROSS LAKE TWP (T17 R5),MAINE
2046,UNKNOWN,E TWP,MAINE
2047,UNKNOWN,ELLIOTTSVILLE TWP,MAINE
2048,UNKNOWN,GRAND FALLS TOWNSHIP,MAINE
2049,UNKNOWN,GRINDSTONE/HERSEYTOWN/SOLDIERTOWN TWP,MAINE
2050,GRADY COUNTY,GRADY,OKLAHOMA
2051,UNKNOWN,HERSEYTOWN TWP,MAINE
2052,UNKNOWN,INDIAN TOWNSHIP,MAINE
2053,UNKNOWN,LEXINGTON TWP/SPRING LAKE TWP,MAINE
2054,UNKNOWN,MATTAMISCONTIS TOWNSHIP,MAINE
2055,UNKNOWN,MILLINOCKET PENOBSCOT TOWNSHIPS,MAINE
2056,UNKNOWN,MILLINOCKET PISCATAQUS TOWNSHIPS,MAINE
2057,UNKNOWN,MILTON TWP,MAINE
2058,UNKNOWN,MOLUNKUS TWP,MAINE
2059,UNKNOWN,PERKINS TOWNSHIP,MAINE
2060,UNKNOWN,ROCKWOOD STRIP TWP,MAINE
2061,UNKNOWN,STATE UOCAVA,MAINE
2062,UNKNOWN,T10 R15 WELS,MAINE
2063,UNKNOWN,T10 SD TWP,MAINE
2064,UNKNOWN,T11 R4 WELS TWP,MAINE
2065,UNKNOWN,T12/R13 WELS/T9 R8 WELS,MAINE
2066,UNKNOWN,T15 R6 TWP,MAINE
2067,UNKNOWN,T17 R3 VAN BUREN COVE TWP,MAINE
2068,UNKNOWN,T22 MD TWP,MAINE
2069,UNKNOWN,T26 ED BPP TOWNSHIP,MAINE
2070,UNKNOWN,T3 ND TWP,MAINE
2071,UNKNOWN,T4 R3 TWP,MAINE
2072,UNKNOWN,T5 R7 TWP/T5 R8 TWP/T6 R8 TWPS,MAINE
2073,UNKNOWN,T7 SD TWP,MAINE
2074,UNKNOWN,T9 SD/T10 SD TWP,MAINE
2075,UNKNOWN,TD R2 WELS,MAINE
2076,UNKNOWN,WYMAN TWP,MAINE
2077,WALDO COUNTY,BELMONT,MAINE
2078,WALDO COUNTY,BROOKS,MAINE
2079,WALDO COUNTY,BURNHAM,MAINE
2080,WALDO COUNTY,FRANKFORT,MAINE
2081,WALDO COUNTY,FREEDOM,MAINE
2082,WALDO COUNTY,ISLESBORO,MAINE
2083,WALDO COUNTY,JACKSON,MAINE
2084,WALDO COUNTY,KNOX,MAINE
2085,WALDO COUNTY,LIBERTY,MAINE
2086,WALDO COUNTY,LINCOLNVILLE,MAINE
2087,WALDO COUNTY,MONROE,MAINE
2088,WALDO COUNTY,MONTVILLE,MAINE
2089,WALDO COUNTY,MORRILL,MAINE
2090,WALDO COUNTY,NORTHPORT,MAINE
2091,WALDO COUNTY,PALERMO,MAINE
2092,WALDO COUNTY,PROSPECT,MAINE
2093,WALDO COUNTY,SEARSMONT,MAINE
2094,WALDO COUNTY,SEARSPORT,MAINE
2095,WALDO COUNTY,STOCKTON SPRINGS,MAINE
2096,WALDO COUNTY,SWANVILLE,MAINE
2097,WALDO COUNTY,THORNDIKE,MAINE
2098,WALDO COUNTY,TROY,MAINE
2099,WALDO COUNTY,UNITY,MAINE
2100,WALDO COUNTY,WALDO,MAINE
2101,WALDO COUNTY,WINTERPORT,MAINE
2102,WASHINGTON COUNTY,ADDISON,MAINE
2103,WASHINGTON COUNTY,ALEXANDER,MAINE
2104,WASHINGTON COUNTY,BAILEYVILLE,MAINE
2105,WASHINGTON COUNTY,BARING PLT,MAINE
2106,WASHINGTON COUNTY,BEALS,MAINE
2107,WASHINGTON COUNTY,BEDDINGTON,MAINE
2108,WASHINGTON COUNTY,CALAIS,MAINE
2109,WASHINGTON COUNTY,CHARLOTTE,MAINE
2110,WASHINGTON COUNTY,CHERRYFIELD,MAINE
2111,WASHINGTON COUNTY,COLUMBIA,MAINE
2112,WASHINGTON COUNTY,COLUMBIA FALLS,MAINE
2113,WASHINGTON COUNTY,COOPER,MAINE
2114,WASHINGTON COUNTY,CRAWFORD,MAINE
2115,WASHINGTON COUNTY,CUTLER,MAINE
2116,WASHINGTON COUNTY,DANFORTH,MAINE
2117,WASHINGTON COUNTY,DEBLOIS,MAINE
2118,WASHINGTON COUNTY,DENNYSVILLE,MAINE
2119,WASHINGTON COUNTY,EAST MACHIAS,MAINE
2120,WASHINGTON COUNTY,EASTPORT,MAINE
2121,WASHINGTON COUNTY,GRAND LAKE STREAM PLT,MAINE
2122,WASHINGTON COUNTY,HARRINGTON,MAINE
2123,WASHINGTON COUNTY,JONESBORO,MAINE
2124,WASHINGTON COUNTY,JONESPORT,MAINE
2125,WASHINGTON COUNTY,LUBEC,MAINE
2126,WASHINGTON COUNTY,MACHIAS,MAINE
2127,WASHINGTON COUNTY,MACHIASPORT,MAINE
2128,WASHINGTON COUNTY,MARSHFIELD,MAINE
2129,WASHINGTON COUNTY,MEDDYBEMPS,MAINE
2130,WASHINGTON COUNTY,MILBRIDGE,MAINE
2131,WASHINGTON COUNTY,NORTHFIELD,MAINE
2132,WASHINGTON COUNTY,PEMBROKE,MAINE
2133,WASHINGTON COUNTY,PERRY,MAINE
2134,WASHINGTON COUNTY,PLEASANT POINT VOTING DISTRICT,MAINE
2135,WASHINGTON COUNTY,PRINCETON,MAINE
2136,WASHINGTON COUNTY,ROBBINSTON,MAINE
2137,WASHINGTON COUNTY,ROQUE BLUFFS,MAINE
2138,WASHINGTON COUNTY,STEUBEN,MAINE
2139,WASHINGTON COUNTY,TALMADGE,MAINE
2140,WASHINGTON COUNTY,TOPSFIELD,MAINE
2141,WASHINGTON COUNTY,VANCEBORO,MAINE
2142,WASHINGTON COUNTY,WAITE,MAINE
2143,WASHINGTON COUNTY,WESLEY,MAINE
2144,WASHINGTON COUNTY,WHITING,MAINE
2145,WASHINGTON COUNTY,WHITNEYVILLE,MAINE
2146,WASHINGTON COUNTY,BARRE CITY,VERMONT
2147,WASHINGTON COUNTY,BARRE TOWN,VERMONT
2148,WASHINGTON COUNTY,BERLIN,VERMONT
2149,WASHINGTON COUNTY,CABOT,VERMONT
2150,WASHINGTON COUNTY,CALAIS,VERMONT
2151,WASHINGTON COUNTY,DUXBURY,VERMONT
2152,WASHINGTON COUNTY,E. MONTPELIER,VERMONT
2153,WASHINGTON COUNTY,FAYSTON,VERMONT
2154,WASHINGTON COUNTY,MARSHFIELD,VERMONT
2155,WASHINGTON COUNTY,MIDDLESEX,VERMONT
2156,WASHINGTON COUNTY,MONTPELIER,VERMONT
2157,WASHINGTON COUNTY,MORETOWN,VERMONT
2158,WASHINGTON COUNTY,NORTHFIELD,VERMONT
2159,WASHINGTON COUNTY,PLAINFIELD,VERMONT
2160,WASHINGTON COUNTY,ROXBURY,VERMONT
2161,WASHINGTON COUNTY,WAITSFIELD,VERMONT
2162,WASHINGTON COUNTY,WARREN,VERMONT
2163,WASHINGTON COUNTY,WATERBURY,VERMONT
2164,WASHINGTON COUNTY,WOODBURY,VERMONT
2165,WASHINGTON COUNTY,WORCESTER,VERMONT
2166,WINDHAM COUNTY,ATHENS,VERMONT
2167,WINDHAM COUNTY,BROOKLINE,VERMONT
2168,WINDHAM COUNTY,DOVER,VERMONT
2169,WINDHAM COUNTY,DUMMERSTON,VERMONT
2170,WINDHAM COUNTY,GRAFTON,VERMONT
2171,WINDHAM COUNTY,GUILFORD,VERMONT
2172,WINDHAM COUNTY,HALIFAX,VERMONT
2173,WINDHAM COUNTY,JAMAICA,VERMONT
2174,WINDHAM COUNTY,LONDONDERRY,VERMONT
2175,WINDHAM COUNTY,MARLBORO,VERMONT
2176,WINDHAM COUNTY,NEWFANE,VERMONT
2177,WINDHAM COUNTY,PUTNEY,VERMONT
2178,WINDHAM COUNTY,ROCKINGHAM,VERMONT
2179,WINDHAM COUNTY,STRATTON,VERMONT
2180,WINDHAM COUNTY,TOWNSHEND,VERMONT
2181,WINDHAM COUNTY,VERNON,VERMONT
2182,WINDHAM COUNTY,WARDSBORO,VERMONT
2183,WINDHAM COUNTY,WILMINGTON,VERMONT
2184,WINDHAM COUNTY,WINDHAM,VERMONT
2185,WINDSOR COUNTY,ANDOVER,VERMONT
2186,WINDSOR COUNTY,BALTIMORE,VERMONT
2187,WINDSOR COUNTY,BARNARD,VERMONT
2188,WINDSOR COUNTY,BETHEL,VERMONT
2189,WINDSOR COUNTY,BRIDGEWATER,VERMONT
2190,WINDSOR COUNTY,CAVENDISH,VERMONT
2191,WINDSOR COUNTY,CHESTER,VERMONT
2192,WINDSOR COUNTY,HARTLAND,VERMONT
2193,WINDSOR COUNTY,LUDLOW,VERMONT
2194,WINDSOR COUNTY,NORWICH,VERMONT
2195,WINDSOR COUNTY,PLYMOUTH,VERMONT
2196,WINDSOR COUNTY,POMFRET,VERMONT
2197,WINDSOR COUNTY,READING,VERMONT
2198,WINDSOR COUNTY,ROCHESTER,VERMONT
2199,WINDSOR COUNTY,ROYALTON,VERMONT
2200,WINDSOR COUNTY,SHARON,VERMONT
2201,WINDSOR COUNTY,STOCKBRIDGE,VERMONT
2202,WINDSOR COUNTY,W. WINDSOR,VERMONT
2203,WINDSOR COUNTY,WEATHERSFIELD,VERMONT
2204,WINDSOR COUNTY,WESTON,VERMONT
2205,WINDSOR COUNTY,WINDSOR,VERMONT
2206,WINDSOR COUNTY,WOODSTOCK,VERMONT
2207,KENEDY COUNTY,KENEDY,TEXAS
2208,YORK COUNTY,ACTON,MAINE
2209,YORK COUNTY,ALFRED,MAINE
2210,YORK COUNTY,ARUNDEL,MAINE
2211,YORK COUNTY,BERWICK,MAINE
2212,YORK COUNTY,BIDDEFORD,MAINE
2213,YORK COUNTY,BUXTON,MAINE
2214,YORK COUNTY,CORNISH,MAINE
2215,YORK COUNTY,DAYTON,MAINE
2216,YORK COUNTY,ELIOT,MAINE
2217,YORK COUNTY,HOLLIS,MAINE
2218,YORK COUNTY,KENNEBUNK,MAINE
2219,YORK COUNTY,KENNEBUNKPORT,MAINE
2220,YORK COUNTY,KITTERY,MAINE
2221,YORK COUNTY,LEBANON,MAINE
2222,YORK COUNTY,LIMERICK,MAINE
2223,YORK COUNTY,LIMINGTON,MAINE
2224,YORK COUNTY,LYMAN,MAINE
2225,YORK COUNTY,NEWFIELD,MAINE
2226,YORK COUNTY,NORTH BERWICK,MAINE
2227,YORK COUNTY,OGUNQUIT,MAINE
2228,YORK COUNTY,OLD TOWN,MAINE
2229,YORK COUNTY,PARSONSFIELD,MAINE
2230,YORK COUNTY,SHAPLEIGH,MAINE
2231,YORK COUNTY,SOUTH BERWICK,MAINE
2232,YORK COUNTY,WATERBORO,MAINE
2233,YORK COUNTY,WELLS,MAINE
2234,YORK COUNTY,YORK,MAINE
2235,HOLMES COUNTY,HOLMES,MISSISSIPPI
2236,KENT COUNTY,KENT,TEXAS
2237,BROOKINGS COUNTY,BROOKINGS (VOTE CENTER),SOUTH DAKOTA
2239,KERR COUNTY,KERR,TEXAS
2240,ESSEX COUNTY,NEWBURYPORT,MASSACHUSETTS
2241,KIMBLE COUNTY,KIMBLE,TEXAS
2242,KING COUNTY,KING,TEXAS
2243,,DISTRICT 27,ALASKA
2244,VAN BUREN COUNTY,VAN BUREN,TENNESSEE
2245,GRANT COUNTY,GRANT,OKLAHOMA
2246,BELL COUNTY,BELL,TEXAS
2247,,DISTRICT 10,ALASKA
2248,KINNEY COUNTY,KINNEY,TEXAS
2249,KLEBERG COUNTY,KLEBERG,TEXAS
2250,KNOX COUNTY,KNOX,TEXAS
2251,LAMAR COUNTY,LAMAR,TEXAS
2252,LAMB COUNTY,LAMB,TEXAS
2253,CARTER COUNTY,CARTER,OKLAHOMA
2254,YOLO COUNTY,YOLO,CALIFORNIA
2255,ADAIR COUNTY,ADAIR,OKLAHOMA
2256,ANDERSON COUNTY,ANDERSON,TEXAS
2257,,DISTRICT 28,ALASKA
2258,GREER COUNTY,GREER,OKLAHOMA
2259,LAMPASAS COUNTY,LAMPASAS,TEXAS
2260,LA SALLE COUNTY,LA SALLE,TEXAS
2261,PUTNAM COUNTY,PUTNAM,GEORGIA
2262,LAVACA COUNTY,LAVACA,TEXAS
2263,LEE COUNTY,LEE,TEXAS
2264,COTTLE COUNTY,COTTLE,TEXAS
2265,LEON COUNTY,LEON,TEXAS
2266,,DISTRICT 29,ALASKA
2267,HARMON COUNTY,HARMON,OKLAHOMA
2268,LIBERTY COUNTY,LIBERTY,TEXAS
2269,BEXAR COUNTY,BEXAR,TEXAS
2270,CRANE COUNTY,CRANE,TEXAS
2271,LIMESTONE COUNTY,LIMESTONE,TEXAS
2272,CROCKETT COUNTY,CROCKETT,TEXAS
2273,CROSBY COUNTY,CROSBY,TEXAS
2274,CULBERSON COUNTY,CULBERSON,TEXAS
2275,LIPSCOMB COUNTY,LIPSCOMB,TEXAS
2276,LIVE OAK COUNTY,LIVE OAK,TEXAS
2277,LLANO COUNTY,LLANO,TEXAS
2278,,DISTRICT 11,ALASKA
2279,ALCORN COUNTY,ALCORN,MISSISSIPPI
2280,CONECUH COUNTY,CONECUH,ALABAMA
2281,CHEROKEE COUNTY,CHEROKEE,OKLAHOMA
2282,ARMSTRONG COUNTY,ARMSTRONG,TEXAS
2283,WARREN COUNTY,WARREN,MISSISSIPPI
2284,DALLAM COUNTY,DALLAM,TEXAS
2285,,DISTRICT 30,ALASKA
2286,ANDREWS COUNTY,ANDREWS,TEXAS
2287,ATOKA COUNTY,ATOKA,OKLAHOMA
2288,HARPER COUNTY,HARPER,OKLAHOMA
2289,LOVING COUNTY,LOVING,TEXAS
2290,DALLAS COUNTY,DALLAS,TEXAS
2291,DAWSON COUNTY,DAWSON,TEXAS
2292,DEAF SMITH COUNTY,DEAF SMITH,TEXAS
2293,DELTA COUNTY,DELTA,TEXAS
2294,MACON COUNTY,MACON,TENNESSEE
2295,,DISTRICT 12,ALASKA
2296,CHOCTAW COUNTY,CHOCTAW,OKLAHOMA
2297,BERKSHIRE COUNTY,GREAT BARRINGTON,MASSACHUSETTS
2298,BRISTOL COUNTY,WESTPORT,MASSACHUSETTS
2299,HAMPDEN COUNTY,LONGMEADOW,MASSACHUSETTS
2300,HAMPDEN COUNTY,MONSON,MASSACHUSETTS
2301,HAMPDEN COUNTY,WILBRAHAM,MASSACHUSETTS
2302,HAMPSHIRE COUNTY,BELCHERTOWN,MASSACHUSETTS
2303,HAMPSHIRE COUNTY,S. HADLEY,MASSACHUSETTS
2304,HAMPSHIRE COUNTY,WARE,MASSACHUSETTS
2305,WAYNE COUNTY,WAYNE,IOWA
2306,ESSEX COUNTY,LAWRENCE,MASSACHUSETTS
2307,NEW HAVEN COUNTY,GUILFORD,CONNECTICUT
2308,TALLAPOOSA COUNTY,TALLAPOOSA,ALABAMA
2309,BROWARD COUNTY,BROWARD,FLORIDA
2310,HARDIN COUNTY,HARDIN,KENTUCKY
2311,HOPKINS COUNTY,HOPKINS,KENTUCKY
2312,HERTFORD COUNTY,HERTFORD,NORTH CAROLINA
2313,LEE COUNTY,LEE,NORTH CAROLINA
2314,SCOTT COUNTY,SCOTT,KENTUCKY
2315,ALLEN COUNTY,ALLEN,KENTUCKY
2316,ANDERSON COUNTY,ANDERSON,KENTUCKY
2317,BALLARD COUNTY,BALLARD,KENTUCKY
2318,BARREN COUNTY,BARREN,KENTUCKY
2319,BATH COUNTY,BATH,KENTUCKY
2320,BELL COUNTY,BELL,KENTUCKY
2321,BOYD COUNTY,BOYD,KENTUCKY
2322,BOYLE COUNTY,BOYLE,KENTUCKY
2323,BRACKEN COUNTY,BRACKEN,KENTUCKY
2324,BREATHITT COUNTY,BREATHITT,KENTUCKY
2325,BULLITT COUNTY,BULLITT,KENTUCKY
2326,CALDWELL COUNTY,CALDWELL,KENTUCKY
2327,CALLOWAY COUNTY,CALLOWAY,KENTUCKY
2328,CARLISLE COUNTY,CARLISLE,KENTUCKY
2329,CARROLL COUNTY,CARROLL,KENTUCKY
2330,CARTER COUNTY,CARTER,KENTUCKY
2331,CASEY COUNTY,CASEY,KENTUCKY
2332,CHRISTIAN COUNTY,CHRISTIAN,KENTUCKY
2333,CLARK COUNTY,CLARK,KENTUCKY
2334,CLAY COUNTY,CLAY,KENTUCKY
2335,CLINTON COUNTY,CLINTON,KENTUCKY
2336,CRITTENDEN COUNTY,CRITTENDEN,KENTUCKY
2337,CUMBERLAND COUNTY,CUMBERLAND,KENTUCKY
2338,DAVIESS COUNTY,DAVIESS,KENTUCKY
2339,EDMONSON COUNTY,EDMONSON,KENTUCKY
2340,ESTILL COUNTY,ESTILL,KENTUCKY
2341,FAYETTE COUNTY,FAYETTE,KENTUCKY
2342,MILLER COUNTY,MILLER COUNTY,ARKANSAS
2343,JEFFERSON COUNTY,JEFFERSON,ILLINOIS
2344,SUNFLOWER COUNTY,SUNFLOWER,MISSISSIPPI
2345,DODGE COUNTY,DODGE,MINNESOTA
2346,FLEMING COUNTY,FLEMING,KENTUCKY
2347,FLOYD COUNTY,FLOYD,KENTUCKY
2348,FRANKLIN COUNTY,FRANKLIN,KENTUCKY
2349,FORD COUNTY,FORD,KANSAS
2350,FULTON COUNTY,FULTON,KENTUCKY
2351,GALLATIN COUNTY,GALLATIN,KENTUCKY
2352,GARRARD COUNTY,GARRARD,KENTUCKY
2353,GRANT COUNTY,GRANT,KENTUCKY
2354,GRAVES COUNTY,GRAVES,KENTUCKY
2355,GREEN COUNTY,GREEN,KENTUCKY
2356,GREENUP COUNTY,GREENUP,KENTUCKY
2357,HANCOCK COUNTY,HANCOCK,KENTUCKY
2358,HARLAN COUNTY,HARLAN,KENTUCKY
2359,HARRISON COUNTY,HARRISON,KENTUCKY
2360,HENDERSON COUNTY,HENDERSON,KENTUCKY
2361,HENRY COUNTY,HENRY,KENTUCKY
2362,CULLMAN COUNTY,CULLMAN,ALABAMA
2363,HICKMAN COUNTY,HICKMAN,KENTUCKY
2364,JACKSON COUNTY,JACKSON,KENTUCKY
2365,KENTON COUNTY,KENTON,KENTUCKY
2366,KNOTT COUNTY,KNOTT,KENTUCKY
2367,KNOX COUNTY,KNOX,KENTUCKY
2368,LARUE COUNTY,LARUE,KENTUCKY
2369,LAUREL COUNTY,LAUREL,KENTUCKY
2370,LAWRENCE COUNTY,LAWRENCE,KENTUCKY
2371,LESLIE COUNTY,LESLIE,KENTUCKY
2372,LETCHER COUNTY,LETCHER,KENTUCKY
2373,LINCOLN COUNTY,LINCOLN,KENTUCKY
2374,LIVINGSTON COUNTY,LIVINGSTON,KENTUCKY
2375,LOGAN COUNTY,LOGAN,KENTUCKY
2376,LYON COUNTY,LYON,KENTUCKY
2377,MADISON COUNTY,MADISON,KENTUCKY
2378,MAGOFFIN COUNTY,MAGOFFIN,KENTUCKY
2379,MARION COUNTY,MARION,KENTUCKY
2380,MARSHALL COUNTY,MARSHALL,KENTUCKY
2381,MARTIN COUNTY,MARTIN,KENTUCKY
2382,MASON COUNTY,MASON,KENTUCKY
2383,MCCREARY COUNTY,MCCREARY,KENTUCKY
2384,MCLEAN COUNTY,MCLEAN,KENTUCKY
2385,MEADE COUNTY,MEADE,KENTUCKY
2386,MENIFEE COUNTY,MENIFEE,KENTUCKY
2387,METCALFE COUNTY,METCALFE,KENTUCKY
2388,MONROE COUNTY,MONROE,KENTUCKY
2389,MONTGOMERY COUNTY,MONTGOMERY,KENTUCKY
2390,MUHLENBERG COUNTY,MUHLENBERG,KENTUCKY
2391,NELSON COUNTY,NELSON,KENTUCKY
2392,NICHOLAS COUNTY,NICHOLAS,KENTUCKY
2393,OHIO COUNTY,OHIO,KENTUCKY
2394,OLDHAM COUNTY,OLDHAM,KENTUCKY
2395,OWEN COUNTY,OWEN,KENTUCKY
2397,DUNN COUNTY,DUNN,NORTH DAKOTA
2398,COBB COUNTY,COBB,GEORGIA
2399,HIGHLAND COUNTY,HIGHLAND,OHIO
2400,ST. FRANCOIS COUNTY,ST. FRANCOIS,MISSOURI
2401,COLQUITT COUNTY,COLQUITT,GEORGIA
2402,NEWTON COUNTY,NEWTON COUNTY,ARKANSAS
2403,DEKALB COUNTY,DEKALB,ALABAMA
2405,BALTIMORE COUNTY,BALTIMORE COUNTY,MARYLAND
2406,WHITE COUNTY,WHITE COUNTY,ARKANSAS
2407,FAYETTE COUNTY,FAYETTE,GEORGIA
2408,FAIRFIELD COUNTY,STAMFORD,CONNECTICUT
2409,WORTH COUNTY,WORTH,GEORGIA
2410,TRAVERSE COUNTY,TRAVERSE,MINNESOTA
2411,IZARD COUNTY,IZARD COUNTY,ARKANSAS
2412,CLARK COUNTY,CLARK,ILLINOIS
2413,LAWRENCE COUNTY,LAWRENCE,ALABAMA
2414,HOT SPRING COUNTY,HOT_SPRING COUNTY,ARKANSAS
2415,KITTSON COUNTY,KITTSON,MINNESOTA
2416,COCONINO COUNTY,COCONINO,ARIZONA
2417,UNION COUNTY,UNION,ILLINOIS
2418,RIPLEY COUNTY,RIPLEY,MISSOURI
2419,VALLEY COUNTY,VALLEY,IDAHO
2420,STEVENS COUNTY,STEVENS,MINNESOTA
2421,MARSHALL COUNTY,MARSHALL,MINNESOTA
2422,UNION COUNTY,UNION,GEORGIA
2423,NEW HAVEN COUNTY,CHESHIRE,CONNECTICUT
2424,PHELPS COUNTY,PHELPS,MISSOURI
2425,SMITH COUNTY,SMITH,KANSAS
2426,CRAWFORD COUNTY,CRAWFORD COUNTY,ARKANSAS
2427,MOULTRIE COUNTY,MOULTRIE,ILLINOIS
2428,WALKER COUNTY,WALKER,ALABAMA
2429,OTTER TAIL COUNTY,OTTER TAIL,MINNESOTA
2430,PENDLETON COUNTY,PENDLETON,KENTUCKY
2431,WILKIN COUNTY,WILKIN,MINNESOTA
2432,PERRY COUNTY,PERRY,KENTUCKY
2433,DEKALB COUNTY,DEKALB,GEORGIA
2434,PIKE COUNTY,PIKE,KENTUCKY
2435,PULASKI COUNTY,PULASKI,KENTUCKY
2436,ROCKCASTLE COUNTY,ROCKCASTLE,KENTUCKY
2437,ROWAN COUNTY,ROWAN,KENTUCKY
2438,RUSSELL COUNTY,RUSSELL,KENTUCKY
2439,SHELBY COUNTY,SHELBY,KENTUCKY
2440,SIMPSON COUNTY,SIMPSON,KENTUCKY
2441,GRAFTON COUNTY,DORCHESTER,NEW HAMPSHIRE
2442,SALINE COUNTY,SALINE,NEBRASKA
2443,MACOUPIN COUNTY,MACOUPIN,ILLINOIS
2444,CHARLES COUNTY,CHARLES COUNTY,MARYLAND
2445,ALLEGAN COUNTY,ALLEGAN,MICHIGAN
2446,SPENCER COUNTY,SPENCER,KENTUCKY
