,county,jurisdiction,state
1967,MORRISON COUNTY,MORRISON,MINNESOTA
1968,HARFORD COUNTY,HARFORD COUNTY,MARYLAND
1969,HARVEY COUNTY,HARVEY,KANSAS
1970,WASHINGTON COUNTY,WASHINGTON,MISSISSIPPI
1971,STEVENS COUNTY,STEVENS,MINNESOTA
1972,DOUGHERTY COUNTY,DOUGHERTY,GEORGIA
1973,CLARK COUNTY,CLARK,ILLINOIS
1974,GRANT COUNTY,GRANT COUNTY,ARKANSAS
1975,LOWNDES COUNTY,LOWNDES,GEORGIA
1976,CARTERET COUNTY,CARTERET,NORTH CAROLINA
1978,FAIRFIELD COUNTY,STAMFORD,CONNECTICUT
1979,THAYER COUNTY,THAYER,NEBRASKA
1980,CONECUH COUNTY,CONECUH,ALABAMA
1981,BANKS COUNTY,BANKS,GEORGIA
1982,JONES COUNTY,JONES,GEORGIA
1983,SHARP COUNTY,SHARP COUNTY,ARKANSAS
1984,ANNE ARUNDEL COUNTY,ANNE ARUNDEL COUNTY,MARYLAND
1985,DADE COUNTY,DADE,GEORGIA
1986,GEORGE COUNTY,GEORGE,MISSISSIPPI
1987,COBB COUNTY,COBB,GEORGIA
1988,LEE COUNTY,LEE,MISSISSIPPI
1990,KITTSON COUNTY,KITTSON,MINNESOTA
1991,WASHINGTON COUNTY,WASHINGTON,GEORGIA
1992,GENESEE COUNTY,GENESEE,MICHIGAN
1993,LOUDON COUNTY,LOUDON,TENNESSEE
1994,THURSTON COUNTY,THURSTON,NEBRASKA
1995,PHELPS COUNTY,PHELPS,MISSOURI
1996,TERRELL COUNTY,TERRELL,GEORGIA
1997,LAC QUI PARLE COUNTY,LAC QUI PARLE,MINNESOTA
1998,OZARK COUNTY,OZARK,MISSOURI
1999,LAKE COUNTY,LAKE,MONTANA
2000,DOUGLAS COUNTY,DOUGLAS,GEORGIA
2001,MONTCALM COUNTY,MONTCALM,MICHIGAN
2002,CLAY COUNTY,CLAY,GEORGIA
2005,FRANKLIN COUNTY,FRANKLIN,IDAHO
2006,CHICKASAW COUNTY,CHICKASAW,IOWA
2007,IOWA COUNTY,IOWA,IOWA
2008,LASALLE COUNTY,LASALLE,ILLINOIS
2009,MONTGOMERY COUNTY,MONTGOMERY,OHIO
2010,HOWARD COUNTY,HOWARD COUNTY,MARYLAND
2011,HENNEPIN COUNTY,HENNEPIN,MINNESOTA
2012,PHILLIPS COUNTY,PHILLIPS,KANSAS
2013,SALINE COUNTY,SALINE,KANSAS
2014,NEWAYGO COUNTY,NEWAYGO,MICHIGAN
2015,TUSCOLA COUNTY,TUSCOLA,MICHIGAN
2016,WEBSTER COUNTY,WEBSTER,IOWA
2017,CEDAR COUNTY,CEDAR,IOWA
2018,WRIGHT COUNTY,WRIGHT,MINNESOTA
2019,CRAWFORD COUNTY,CRAWFORD,IOWA
2020,YADKIN COUNTY,YADKIN,NORTH CAROLINA
2021,WYANDOTTE COUNTY,WYANDOTTE,KANSAS
2022,HARTFORD COUNTY,SOUTHINGTON,CONNECTICUT
2023,SEVIER COUNTY,SEVIER COUNTY,ARKANSAS
2024,JOHNSON COUNTY,JOHNSON,KANSAS
2025,DECATUR COUNTY,DECATUR,IOWA
2026,WICOMICO COUNTY,WICOMICO COUNTY,MARYLAND
2027,MONMOUTH COUNTY,MONMOUTH,NEW JERSEY
2028,SOMERSET COUNTY,SOMERSET COUNTY,MARYLAND
2029,LEE COUNTY,LEE,ALABAMA
2030,CRAWFORD COUNTY,CRAWFORD COUNTY,ARKANSAS
2031,JACKSON COUNTY,JACKSON,ALABAMA
2032,HEMPSTEAD COUNTY,HEMPSTEAD COUNTY,ARKANSAS
2033,NEW LONDON COUNTY,STONINGTON,CONNECTICUT
2034,WAYNE COUNTY,WAYNE,MICHIGAN
2035,ERATH COUNTY,ERATH,TEXAS
2036,MCDUFFIE COUNTY,MCDUFFIE,GEORGIA
2037,LATAH COUNTY,LATAH,IDAHO
2038,YAZOO COUNTY,YAZOO,MISSISSIPPI
2039,ELMORE COUNTY,ELMORE,ALABAMA
2040,WASHINGTON COUNTY,WASHINGTON,OHIO
2041,NEWTON COUNTY,NEWTON,MISSISSIPPI
2042,MACON COUNTY,MACON,ILLINOIS
2043,VAN BUREN COUNTY,VAN BUREN,MICHIGAN
2044,BURT COUNTY,BURT,NEBRASKA
2045,CAMDEN COUNTY,CAMDEN,MISSOURI
2046,RICHLAND COUNTY,RICHLAND,ILLINOIS
2047,HANCOCK COUNTY,HANCOCK,MISSISSIPPI
2048,NESHOBA COUNTY,NESHOBA,MISSISSIPPI
2049,PERRY COUNTY,PERRY,MISSISSIPPI
2050,TWIN FALLS COUNTY,TWIN FALLS,IDAHO
2051,BALTIMORE COUNTY,BALTIMORE COUNTY,MARYLAND
2052,CLINTON COUNTY,CLINTON,IOWA
2053,ARENAC COUNTY,ARENAC,MICHIGAN
2054,CASS COUNTY,CASS,INDIANA
2055,TAZEWELL COUNTY,TAZEWELL,ILLINOIS
2056,MILLS COUNTY,MILLS,IOWA
2057,CARROLL COUNTY,CARROLL,INDIANA
2058,ALLEN COUNTY,ALLEN,KANSAS
2059,WAYNE COUNTY,WAYNE,NEBRASKA
2060,FREDERICK COUNTY,FREDERICK COUNTY,MARYLAND
2061,ITASCA COUNTY,ITASCA,MINNESOTA
2062,WASHINGTON COUNTY,WASHINGTON,ALABAMA
2063,HAMILTON COUNTY,HAMILTON,OHIO
2065,GARRETT COUNTY,GARRETT COUNTY,MARYLAND
2066,PENNINGTON COUNTY,PENNINGTON,MINNESOTA
2067,CHEROKEE COUNTY,CHEROKEE,GEORGIA
2068,NEW HAVEN COUNTY,EAST HAVEN,CONNECTICUT
2069,ROSEAU COUNTY,ROSEAU,MINNESOTA
2070,PICKAWAY COUNTY,PICKAWAY,OHIO
2071,CUMBERLAND COUNTY,CUMBERLAND,NEW JERSEY
2072,FULTON COUNTY,FULTON,ILLINOIS
2073,ROCKINGHAM COUNTY,DEERFIELD,NEW HAMPSHIRE
2074,VERNON COUNTY,VERNON,MISSOURI
2075,KEARNY COUNTY,KEARNY,KANSAS
2076,PRINCE GEORGE'S COUNTY,PRINCE GEORGE'S COUNTY,MARYLAND
2077,ISABELLA COUNTY,ISABELLA,MICHIGAN
2078,LAPEER COUNTY,LAPEER,MICHIGAN
2079,LENAWEE COUNTY,LENAWEE,MICHIGAN
2080,LIVINGSTON COUNTY,LIVINGSTON,MICHIGAN
2081,MECOSTA COUNTY,MECOSTA,MICHIGAN
2082,WARREN COUNTY,WARREN,OHIO
2083,LIBERTY COUNTY,LIBERTY,TEXAS
2084,BEXAR COUNTY,BEXAR,TEXAS
2085,LIMESTONE COUNTY,LIMESTONE,TEXAS
2086,STEELE COUNTY,STEELE,MINNESOTA
2087,CASS COUNTY,CASS,MINNESOTA
2088,BARBER COUNTY,BARBER,KANSAS
2089,WILKIN COUNTY,WILKIN,MINNESOTA
2090,HILLSBOROUGH COUNTY,DEERING,NEW HAMPSHIRE
2091,PEMISCOT COUNTY,PEMISCOT,MISSOURI
2092,JACKSON COUNTY,JACKSON,ILLINOIS
2093,DEKALB COUNTY,DEKALB,ILLINOIS
2094,BUCHANAN COUNTY,BUCHANAN,MISSOURI
2095,COCKE COUNTY,COCKE,TENNESSEE
2096,JACKSON COUNTY,JACKSON,MINNESOTA
2097,BURLINGTON COUNTY,BURLINGTON,NEW JERSEY
2098,GREENE COUNTY,GREENE COUNTY,ARKANSAS
2099,FARIBAULT COUNTY,FARIBAULT,MINNESOTA
2100,DELAWARE COUNTY,DELAWARE,IOWA
2101,HANCOCK COUNTY,HANCOCK,OHIO
2102,HUNTERDON COUNTY,HUNTERDON,NEW JERSEY
2103,LOGAN COUNTY,LOGAN COUNTY,ARKANSAS
2104,OTOE COUNTY,OTOE,NEBRASKA
2105,RIPLEY COUNTY,RIPLEY,INDIANA
2106,POLK COUNTY,POLK,IOWA
2107,JEFFERSON COUNTY,JEFFERSON,KANSAS
2108,SANILAC COUNTY,SANILAC,MICHIGAN
2109,GRANT COUNTY,GRANT,MINNESOTA
2110,OSBORNE COUNTY,OSBORNE,KANSAS
2111,INGHAM COUNTY,INGHAM,MICHIGAN
2112,REDWOOD COUNTY,REDWOOD,MINNESOTA
2113,CUSTER COUNTY,CUSTER,NEBRASKA
2114,HARRISON COUNTY,HARRISON,MISSISSIPPI
2115,MISSISSIPPI COUNTY,MISSISSIPPI COUNTY,ARKANSAS
2116,COOK COUNTY,COOK,GEORGIA
2117,WASHINGTON COUNTY,WASHINGTON,MINNESOTA
2118,MCPHERSON COUNTY,MCPHERSON,KANSAS
2119,ALLEN COUNTY,ALLEN,OHIO
2120,SHARKEY COUNTY,SHARKEY,MISSISSIPPI
2121,CLAY COUNTY,CLAY,ALABAMA
2122,FULTON COUNTY,FULTON,OHIO
2123,CAPE GIRARDEAU COUNTY,CAPE GIRARDEAU,MISSOURI
2124,EATON COUNTY,EATON,MICHIGAN
2125,BERGEN COUNTY,BERGEN,NEW JERSEY
2126,OGLE COUNTY,OGLE,ILLINOIS
2127,OUACHITA COUNTY,OUACHITA COUNTY,ARKANSAS
2128,UNION COUNTY,UNION COUNTY,ARKANSAS
2129,MARENGO COUNTY,MARENGO,ALABAMA
2130,HABERSHAM COUNTY,HABERSHAM,GEORGIA
2131,WAYNE COUNTY,WAYNE,MISSISSIPPI
2132,LAWRENCE COUNTY,LAWRENCE,ILLINOIS
2133,WHITE COUNTY,WHITE COUNTY,ARKANSAS
2134,LAFAYETTE COUNTY,LAFAYETTE,MISSISSIPPI
2135,APACHE COUNTY,APACHE,ARIZONA
2136,FRANKLIN COUNTY,FRANKLIN,ILLINOIS
2137,TISHOMINGO COUNTY,TISHOMINGO,MISSISSIPPI
2138,CAPE MAY COUNTY,CAPE MAY,NEW JERSEY
2139,RICE COUNTY,RICE,MINNESOTA
2140,GOODHUE COUNTY,GOODHUE,MINNESOTA
2141,LAWRENCE COUNTY,LAWRENCE COUNTY,ARKANSAS
2142,SCOTT COUNTY,SCOTT COUNTY,ARKANSAS
2143,CAROLINE COUNTY,CAROLINE COUNTY,MARYLAND
2144,DONIPHAN COUNTY,DONIPHAN,KANSAS
2145,ROSCOMMON COUNTY,ROSCOMMON,MICHIGAN
2146,COPIAH COUNTY,COPIAH,MISSISSIPPI
2147,ROCK COUNTY,ROCK,MINNESOTA
2148,MORRIS COUNTY,MORRIS,NEW JERSEY
2149,INDEPENDENCE COUNTY,INDEPENDENCE COUNTY,ARKANSAS
2150,GLOUCESTER COUNTY,GLOUCESTER,NEW JERSEY
2151,PEARL RIVER COUNTY,PEARL RIVER,MISSISSIPPI
2152,JO DAVIESS COUNTY,JODAVIESS,ILLINOIS
2153,CALHOUN COUNTY,CALHOUN,MISSISSIPPI
2154,HOT SPRING COUNTY,HOT_SPRING COUNTY,ARKANSAS
2155,ROCKINGHAM COUNTY,DERRY,NEW HAMPSHIRE
2156,PIKE COUNTY,PIKE,ILLINOIS
2157,LE SUEUR COUNTY,LE SUEUR,MINNESOTA
2158,IRON COUNTY,IRON,MISSOURI
2159,PRAIRIE COUNTY,PRAIRIE COUNTY,ARKANSAS
2160,JASPER COUNTY,JASPER,IOWA
2161,MURRAY COUNTY,MURRAY,MINNESOTA
2162,POCAHONTAS COUNTY,POCAHONTAS,IOWA
2163,GRAHAM COUNTY,GRAHAM,ARIZONA
2164,ST. FRANCOIS COUNTY,ST. FRANCOIS,MISSOURI
2165,CLARKE COUNTY,CLARKE,MISSISSIPPI
2166,DALLAS COUNTY,DALLAS,IOWA
2167,DESOTO COUNTY,DESOTO,MISSISSIPPI
2168,FRANKLIN COUNTY,FRANKLIN,MISSOURI
2169,LAMAR COUNTY,LAMAR,ALABAMA
2170,LIPSCOMB COUNTY,LIPSCOMB,TEXAS
2171,BECKER COUNTY,BECKER,MINNESOTA
2172,GENEVA COUNTY,GENEVA,ALABAMA
2173,HANCOCK COUNTY,HANCOCK,GEORGIA
2174,TOOLE COUNTY,TOOLE,MONTANA
2175,NOBLES COUNTY,NOBLES,MINNESOTA
2177,STANTON COUNTY,STANTON,NEBRASKA
2178,SCOTTS BLUFF COUNTY,SCOTTS BLUFF,NEBRASKA
2179,DE WITT COUNTY,DEWITT,ILLINOIS
2180,SALINE COUNTY,SALINE,NEBRASKA
2181,CARROLL COUNTY,CARROLL,MISSOURI
2182,ARKANSAS COUNTY,ARKANSAS COUNTY,ARKANSAS
2184,STODDARD COUNTY,STODDARD,MISSOURI
2185,WASHTENAW COUNTY,WASHTENAW,MICHIGAN
2186,COWLEY COUNTY,COWLEY,KANSAS
2187,MOWER COUNTY,MOWER,MINNESOTA
2188,MOORE COUNTY,MOORE,NORTH CAROLINA
2189,LINCOLN COUNTY,LINCOLN,MINNESOTA
2190,NEWTON COUNTY,NEWTON,MISSOURI
2191,CHASE COUNTY,CHASE,KANSAS
2192,JACKSON COUNTY,JACKSON COUNTY,ARKANSAS
2193,JOHNSON COUNTY,JOHNSON COUNTY,ARKANSAS
2194,MANISTEE COUNTY,MANISTEE,MICHIGAN
2195,SCOTT COUNTY,SCOTT,MISSOURI
2196,HOWARD COUNTY,HOWARD COUNTY,ARKANSAS
2197,WEBSTER COUNTY,WEBSTER,MISSOURI
2198,LANE COUNTY,LANE,KANSAS
2199,MONROE COUNTY,MONROE,GEORGIA
2200,HARTFORD COUNTY,NEW BRITAIN,CONNECTICUT
2201,CLAY COUNTY,CLAY,MINNESOTA
2202,WALKER COUNTY,WALKER,ALABAMA
2203,MORGAN COUNTY,MORGAN,KENTUCKY
2204,KOOCHICHING COUNTY,KOOCHICHING,MINNESOTA
2205,SHELBY COUNTY,SHELBY,OHIO
2206,CHATTOOGA COUNTY,CHATTOOGA,GEORGIA
2207,CUMBERLAND COUNTY,CITY OF SOUTH PORTLAND,MAINE
2208,DALLAS COUNTY,DALLAS COUNTY,ARKANSAS
2209,PERKINS COUNTY,PERKINS,NEBRASKA
2210,NEW HAVEN COUNTY,MADISON,CONNECTICUT
2211,FAIRFIELD COUNTY,DARIEN,CONNECTICUT
2212,HARTFORD COUNTY,GLASTONBURY,CONNECTICUT
2213,ADAMS COUNTY,ADAMS,MISSISSIPPI
2214,NEW HAVEN COUNTY,SEYMOUR,CONNECTICUT
2215,BOONE COUNTY,BOONE COUNTY,ARKANSAS
2216,LIVE OAK COUNTY,LIVE OAK,TEXAS
2217,NOXUBEE COUNTY,NOXUBEE,MISSISSIPPI
2218,,DISTRICT 30,ALASKA
2219,,DISTRICT 31,ALASKA
2220,SAUNDERS COUNTY,SAUNDERS,NEBRASKA
2221,MACON COUNTY,MACON,ALABAMA
2222,LLANO COUNTY,LLANO,TEXAS
2223,CHOCTAW COUNTY,CHOCTAW,MISSISSIPPI
2224,TATTNALL COUNTY,TATTNALL,GEORGIA
2225,SANGAMON COUNTY,SANGAMON,ILLINOIS
2226,PHELPS COUNTY,PHELPS,NEBRASKA
2227,FORD COUNTY,FORD,ILLINOIS
2228,COOS COUNTY,DIX'S GRANT,NEW HAMPSHIRE
2229,BROOKS COUNTY,BROOKS,GEORGIA
2230,CALLAWAY COUNTY,CALLAWAY,MISSOURI
2231,HARDEMAN COUNTY,HARDEMAN,TENNESSEE
2232,RUSSELL COUNTY,RUSSELL,ALABAMA
2233,EDWARDS COUNTY,EDWARDS,ILLINOIS
2234,PULASKI COUNTY,PULASKI,MISSOURI
2235,SUMNER COUNTY,SUMNER,KANSAS
2236,LEE COUNTY,LEE,ILLINOIS
2237,ALCORN COUNTY,ALCORN,MISSISSIPPI
2238,COOS COUNTY,DIXVILLE,NEW HAMPSHIRE
2239,MERCER COUNTY,MERCER,KENTUCKY
2240,DES MOINES COUNTY,DES MOINES,IOWA
2241,EMMET COUNTY,EMMET,IOWA
2242,LINCOLN COUNTY,LINCOLN,NORTH CAROLINA
2243,COCHISE COUNTY,COCHISE,ARIZONA
2244,TIFT COUNTY,TIFT,GEORGIA
2245,NEW HAVEN COUNTY,CHESHIRE,CONNECTICUT
2246,STONE COUNTY,STONE COUNTY,ARKANSAS
2247,MILLER COUNTY,MILLER COUNTY,ARKANSAS
2248,JEFFERSON COUNTY,JEFFERSON,ILLINOIS
2249,SUNFLOWER COUNTY,SUNFLOWER,MISSISSIPPI
2250,DODGE COUNTY,DODGE,MINNESOTA
2251,FORD COUNTY,FORD,KANSAS
2252,CULLMAN COUNTY,CULLMAN,ALABAMA
2253,HIGHLAND COUNTY,HIGHLAND,OHIO
2254,COLQUITT COUNTY,COLQUITT,GEORGIA
2255,NEWTON COUNTY,NEWTON COUNTY,ARKANSAS
2256,DEKALB COUNTY,DEKALB,ALABAMA
2257,FAYETTE COUNTY,FAYETTE,GEORGIA
2258,WORTH COUNTY,WORTH,GEORGIA
2259,TRAVERSE COUNTY,TRAVERSE,MINNESOTA
2260,IZARD COUNTY,IZARD COUNTY,ARKANSAS
2261,LAWRENCE COUNTY,LAWRENCE,ALABAMA
2262,COCONINO COUNTY,COCONINO,ARIZONA
2263,UNION COUNTY,UNION,ILLINOIS
2264,RIPLEY COUNTY,RIPLEY,MISSOURI
2265,VALLEY COUNTY,VALLEY,IDAHO
2266,MARSHALL COUNTY,MARSHALL,MINNESOTA
2267,UNION COUNTY,UNION,GEORGIA
2268,WARREN COUNTY,WARREN,MISSISSIPPI
2269,SMITH COUNTY,SMITH,KANSAS
2270,MOULTRIE COUNTY,MOULTRIE,ILLINOIS
2271,DEKALB COUNTY,DEKALB,GEORGIA
2272,GRAFTON COUNTY,DORCHESTER,NEW HAMPSHIRE
2273,MACOUPIN COUNTY,MACOUPIN,ILLINOIS
2274,ALLEGAN COUNTY,ALLEGAN,MICHIGAN
2275,ITAWAMBA COUNTY,ITAWAMBA,MISSISSIPPI
2276,HOUSTON COUNTY,HOUSTON,ALABAMA
2277,VAN BUREN COUNTY,VAN BUREN,IOWA
2278,BACON COUNTY,BACON,GEORGIA
2279,COFFEE COUNTY,COFFEE,GEORGIA
2280,EFFINGHAM COUNTY,EFFINGHAM,ILLINOIS
2281,HENRY COUNTY,HENRY,ALABAMA
2282,JACKSON COUNTY,JACKSON,KANSAS
2283,STAFFORD COUNTY,STAFFORD,KANSAS
2284,DAKOTA COUNTY,DAKOTA,MINNESOTA
2285,CLAY COUNTY,CLAY,IOWA
2286,THOMAS COUNTY,THOMAS,GEORGIA
2287,BUTLER COUNTY,BUTLER,KANSAS
2288,BUREAU COUNTY,BUREAU,ILLINOIS
2289,LAFAYETTE COUNTY,LAFAYETTE,MISSOURI
2290,POPE COUNTY,POPE COUNTY,ARKANSAS
2291,OTSEGO COUNTY,OTSEGO,MICHIGAN
2292,LAKE COUNTY,LAKE,MICHIGAN
2293,FAYETTE COUNTY,FAYETTE,IOWA
2294,OLMSTED COUNTY,OLMSTED,MINNESOTA
2295,KANDIYOHI COUNTY,KANDIYOHI,MINNESOTA
2296,CASS COUNTY,CASS,MICHIGAN
2297,DUPAGE COUNTY,DUPAGE,ILLINOIS
2298,BANNOCK COUNTY,BANNOCK,IDAHO
2299,SCHUYLER COUNTY,SCHUYLER,MISSOURI
2300,NEWTON COUNTY,NEWTON,GEORGIA
2301,WASHINGTON COUNTY,WASHINGTON COUNTY,MARYLAND
2302,WRIGHT COUNTY,WRIGHT,IOWA
2303,ST. CLAIR COUNTY,ST. CLAIR,MISSOURI
2304,MARION COUNTY,MARION,KANSAS
2305,SCHOOLCRAFT COUNTY,SCHOOLCRAFT,MICHIGAN
2306,BARTON COUNTY,BARTON,MISSOURI
2307,RANDOLPH COUNTY,RANDOLPH,NORTH CAROLINA
2308,ROCKINGHAM COUNTY,ROCKINGHAM,NORTH CAROLINA
2309,TRANSYLVANIA COUNTY,TRANSYLVANIA,NORTH CAROLINA
2310,CALHOUN COUNTY,CALHOUN COUNTY,ARKANSAS
2311,OSAGE COUNTY,OSAGE,KANSAS
2312,GASCONADE COUNTY,GASCONADE,MISSOURI
2313,COWETA COUNTY,COWETA,GEORGIA
2314,DECATUR COUNTY,DECATUR,KANSAS
2316,BATES COUNTY,BATES,MISSOURI
2317,JACKSON COUNTY,JACKSON,INDIANA
2318,RAWLINS COUNTY,RAWLINS,KANSAS
2319,MONTGOMERY COUNTY,MONTGOMERY,KANSAS
2320,BOLLINGER COUNTY,BOLLINGER,MISSOURI
2321,ROCK ISLAND COUNTY,ROCK ISLAND,ILLINOIS
2322,TWIGGS COUNTY,TWIGGS,GEORGIA
2323,COVINGTON COUNTY,COVINGTON,MISSISSIPPI
2324,HOWELL COUNTY,HOWELL,MISSOURI
2325,RANKIN COUNTY,RANKIN,MISSISSIPPI
2326,SIMPSON COUNTY,SIMPSON,MISSISSIPPI
2327,TIPPAH COUNTY,TIPPAH,MISSISSIPPI
2328,CARROLL COUNTY,CARROLL COUNTY,ARKANSAS
2329,HINDS COUNTY,HINDS,MISSISSIPPI
2330,SHELBY COUNTY,SHELBY,ILLINOIS
2331,SIBLEY COUNTY,SIBLEY,MINNESOTA
2332,BOURBON COUNTY,BOURBON,KANSAS
2333,WILL COUNTY,WILL,ILLINOIS
2334,KANE COUNTY,KANE,ILLINOIS
2335,FRANKLIN COUNTY,FRANKLIN,OHIO
2336,CHESHIRE COUNTY,DUBLIN,NEW HAMPSHIRE
2337,COAHOMA COUNTY,COAHOMA,MISSISSIPPI
2338,MERCER COUNTY,MERCER,OHIO
2339,BOONE COUNTY,BOONE,NEBRASKA
2340,WASHINGTON COUNTY,WASHINGTON,ILLINOIS
2341,DARE COUNTY,DARE,NORTH CAROLINA
2342,WILSON COUNTY,WILSON,KANSAS
2343,MONTGOMERY COUNTY,MONTGOMERY,MISSISSIPPI
2344,NYE COUNTY,NYE,NEVADA
2345,HARDIN COUNTY,HARDIN,OHIO
2346,LAURENS COUNTY,LAURENS,GEORGIA
2347,NOBLE COUNTY,NOBLE,OHIO
2348,CLEARWATER COUNTY,CLEARWATER,MINNESOTA
2349,JASPER COUNTY,JASPER,MISSOURI
2350,ST. MARY'S COUNTY,ST. MARY'S COUNTY,MARYLAND
2351,ST. LOUIS COUNTY,ST. LOUIS,MINNESOTA
2352,ANDREWS COUNTY,ANDREWS,TEXAS
2353,COOS COUNTY,DUMMER,NEW HAMPSHIRE
2354,BUTLER COUNTY,BUTLER,ALABAMA
2355,NEW HAVEN COUNTY,HAMDEN,CONNECTICUT
2356,FAIRFIELD COUNTY,BRIDGEPORT,CONNECTICUT
2357,MERRIMACK COUNTY,DUNBARTON,NEW HAMPSHIRE
2358,MERCER COUNTY,MERCER,ILLINOIS
2359,MONROE COUNTY,MONROE COUNTY,ARKANSAS
2360,HOUGHTON COUNTY,HOUGHTON,MICHIGAN
2361,BOLIVAR COUNTY,BOLIVAR,MISSISSIPPI
2362,GRADY COUNTY,GRADY,GEORGIA
2363,TUSCALOOSA COUNTY,TUSCALOOSA,ALABAMA
2364,MONROE COUNTY,MONROE,MICHIGAN
2365,MIDDLESEX COUNTY,MIDDLESEX,NEW JERSEY
2366,CALVERT COUNTY,CALVERT COUNTY,MARYLAND
2367,TEXAS COUNTY,TEXAS,MISSOURI
2368,MARTIN COUNTY,MARTIN,MINNESOTA
2369,PIKE COUNTY,PIKE,ALABAMA
2370,CLINCH COUNTY,CLINCH,GEORGIA
2371,PONDERA COUNTY,PONDERA,MONTANA
2372,PERRY COUNTY,PERRY,ILLINOIS
2373,MERIWETHER COUNTY,MERIWETHER,GEORGIA
2374,WINNEBAGO COUNTY,WINNEBAGO,ILLINOIS
2375,SHIAWASSEE COUNTY,SHIAWASSEE,MICHIGAN
2376,BELTRAMI COUNTY,BELTRAMI,MINNESOTA
2377,STRAFFORD COUNTY,DURHAM,NEW HAMPSHIRE
2378,WASHINGTON COUNTY,WASHINGTON COUNTY,ARKANSAS
2379,OTTAWA COUNTY,OTTAWA,KANSAS
2381,HARTFORD COUNTY,HARTFORD,CONNECTICUT
2382,ANDERSON COUNTY,ANDERSON,TENNESSEE
2383,HENRY COUNTY,HENRY,GEORGIA
2384,WARREN COUNTY,WARREN,MISSOURI
2385,IREDELL COUNTY,IREDELL,NORTH CAROLINA
2386,LIVINGSTON COUNTY,LIVINGSTON,ILLINOIS
2387,FAIRFIELD COUNTY,FAIRFIELD,CONNECTICUT
2388,HURON COUNTY,HURON,MICHIGAN
2389,DUBUQUE COUNTY,DUBUQUE,IOWA
2390,ROANE COUNTY,ROANE,TENNESSEE
2391,MCDOWELL COUNTY,MCDOWELL,NORTH CAROLINA
2399,ALEXANDER COUNTY,ALEXANDER,NORTH CAROLINA
2400,BRISTOL COUNTY,WESTPORT,MASSACHUSETTS
2401,HAMPDEN COUNTY,LONGMEADOW,MASSACHUSETTS
2402,HAMPSHIRE COUNTY,S. HADLEY,MASSACHUSETTS
2403,SEWARD COUNTY,SEWARD,NEBRASKA
2404,CHRISTIAN COUNTY,CHRISTIAN,MISSOURI
2405,MCMINN COUNTY,MCMINN,TENNESSEE
2407,LOVING COUNTY,LOVING,TEXAS
2408,WALTON COUNTY,WALTON,GEORGIA
2409,ESSEX COUNTY,LAWRENCE,MASSACHUSETTS
2410,SCOTLAND COUNTY,SCOTLAND,MISSOURI
2411,BROWARD COUNTY,BROWARD,FLORIDA
2412,HARDIN COUNTY,HARDIN,KENTUCKY
2413,HOPKINS COUNTY,HOPKINS,KENTUCKY
2414,ADAIR COUNTY,ADAIR,KENTUCKY
2415,ALLEN COUNTY,ALLEN,KENTUCKY
2416,ANDERSON COUNTY,ANDERSON,KENTUCKY
2417,BALLARD COUNTY,BALLARD,KENTUCKY
2418,BARREN COUNTY,BARREN,KENTUCKY
2419,BOURBON COUNTY,BOURBON,KENTUCKY
2420,BOYLE COUNTY,BOYLE,KENTUCKY
2421,BRACKEN COUNTY,BRACKEN,KENTUCKY
2422,CLARK COUNTY,CLARK,KENTUCKY
2423,CLAY COUNTY,CLAY,KENTUCKY
2424,CLINTON COUNTY,CLINTON,KENTUCKY
2425,CRITTENDEN COUNTY,CRITTENDEN,KENTUCKY
2426,DAVIESS COUNTY,DAVIESS,KENTUCKY
2427,EDMONSON COUNTY,EDMONSON,KENTUCKY
2428,FLEMING COUNTY,FLEMING,KENTUCKY
2429,GRAYSON COUNTY,GRAYSON,KENTUCKY
2430,HARRISON COUNTY,HARRISON,KENTUCKY
2431,HENRY COUNTY,HENRY,KENTUCKY
2432,LOGAN COUNTY,LOGAN,KENTUCKY
2433,MEADE COUNTY,MEADE,KENTUCKY
2434,MENIFEE COUNTY,MENIFEE,KENTUCKY
2435,MONROE COUNTY,MONROE,KENTUCKY
2436,NICHOLAS COUNTY,NICHOLAS,KENTUCKY
2437,ROCKCASTLE COUNTY,ROCKCASTLE,KENTUCKY
2438,RUSSELL COUNTY,RUSSELL,KENTUCKY
2439,TODD COUNTY,TODD,KENTUCKY
2440,TRIGG COUNTY,TRIGG,KENTUCKY
2441,WASHINGTON COUNTY,WASHINGTON,KENTUCKY
2442,WOODFORD COUNTY,WOODFORD,KENTUCKY
2443,ELLIOTT COUNTY,ELLIOTT,KENTUCKY
2444,ROBERTSON COUNTY,ROBERTSON,KENTUCKY
2445,POWELL COUNTY,POWELL,KENTUCKY
2446,UNION COUNTY,UNION,KENTUCKY
2447,LUBBOCK COUNTY,LUBBOCK,TEXAS
2448,CHEBOYGAN COUNTY,CHEBOYGAN,MICHIGAN
2449,NEW HAVEN COUNTY,WEST HAVEN,CONNECTICUT
2450,MCDONOUGH COUNTY,MCDONOUGH,ILLINOIS
2451,MACOMB COUNTY,MACOMB,MICHIGAN
2452,MACON COUNTY,MACON,MISSOURI
2453,AITKIN COUNTY,AITKIN,MINNESOTA
2454,RICHLAND COUNTY,RICHLAND,OHIO
2455,MADISON COUNTY,MADISON,MISSISSIPPI
2456,STRAFFORD COUNTY,MADBURY,NEW HAMPSHIRE
2457,LEAKE COUNTY,LEAKE,MISSISSIPPI
